"2018-01-27 15:56:24",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/index.php,91.197.67.92
"2018-01-27 15:56:28",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/item/index.php?shop_id=1&shop_dir_id=0,91.197.67.92
"2018-01-27 16:09:03",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/item/property/index.php?shop_id=1&shop_group_id=0,91.197.67.92
"2018-01-27 16:09:09",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/item/property/index.php?shop_id=1&shop_group_id=0,91.197.67.92
"2018-01-27 16:11:47",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/item/property/index.php?shop_id=1&shop_group_id=0&hostcms[checked][1][0]=1,91.197.67.92
"2018-01-27 16:11:54",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/index.php,91.197.67.92
"2018-01-27 16:11:56",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/item/index.php?shop_id=1&shop_dir_id=0,91.197.67.92
"2018-01-27 16:12:11",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/item/property/for/group/index.php?shop_id=1&shop_group_id=0,91.197.67.92
"2018-01-27 16:12:17",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/item/property/for/group/index.php?shop_id=1&shop_group_id=0,91.197.67.92
"2018-01-27 16:12:18",admin,"Выполнено действие ""Включить всем"", формы ""Свойства товаров, доступные для текущей группы товаров""",1,neo-vo.ru,http://neo-vo.ru/admin/shop/item/property/for/group/index.php?shop_id=1&shop_group_id=0,91.197.67.92
"2018-01-27 16:12:38",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/index.php,91.197.67.92
"2018-01-27 16:12:41",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/item/index.php?shop_id=1&shop_dir_id=0,91.197.67.92
"2018-01-27 16:12:44",admin,"Доступ к модулю ""shop"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/shop/item/property/index.php?shop_id=1&shop_group_id=0,91.197.67.92
"2018-01-27 16:13:01",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php,91.197.67.92
"2018-01-27 16:13:04",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=1,91.197.67.92
"2018-01-27 16:13:31",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php,91.197.67.92
"2018-01-27 16:13:34",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=1,91.197.67.92
"2018-01-27 16:13:43",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=7,91.197.67.92
"2018-01-27 16:19:02",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=1,91.197.67.92
"2018-01-27 16:19:05",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php,91.197.67.92
"2018-01-27 16:19:07",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=1,91.197.67.92
"2018-01-27 16:19:10",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=10,91.197.67.92
"2018-01-27 16:19:51",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=10,91.197.67.92
"2018-01-27 16:20:07",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=10,91.197.67.92
"2018-01-27 16:20:08",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=1,91.197.67.92
"2018-01-27 16:20:10",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php,91.197.67.92
"2018-01-27 16:20:12",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=1,91.197.67.92
"2018-01-27 16:20:13",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=7,91.197.67.92
"2018-01-27 16:20:17",admin,"Доступ к модулю ""template"" разрешен",1,neo-vo.ru,http://neo-vo.ru/admin/template/index.php?template_dir_id=0&template_id=7,91.197.67.92
